Smell,0,1,2,3,4,5,6,7,8,9,10,11,12
1,-0.8533143,0.42352062,-0.2041282,-0.9253776,-0.544627,-0.019770835,0.70346665,-0.5115338,0.6966939,0.023191785,0.16801019,-0.53688145,-0.6735895
1,0.59669876,-0.7190519,-0.44103912,0.61958534,-0.55546683,-0.28343442,0.42350522,-0.5774658,0.5973191,0.16970105,0.36140966,0.26201504,0.6586026
1,-0.37664494,0.79257005,0.7751971,-0.43029243,0.9001372,0.32440448,-0.6587673,0.59760636,-0.9025615,-0.40763435,0.46739873,0.49376506,-0.863215
1,0.6404792,-0.4024045,0.13354865,0.6612518,-0.38489175,-0.35306528,0.19494323,-0.70484877,0.482163,0.29990372,0.616098,0.44989398,0.3548867
1,0.7799477,-0.7910804,-0.69213474,0.21451811,-0.4320385,0.15388678,-0.12929547,0.5761229,0.5403639,-0.021117821,0.26843882,0.8005803,0.8181065
1,-0.7227011,0.36642614,-0.25539196,-0.69532037,0.19453374,0.6937834,0.017927427,0.5665074,-0.32721156,-0.23777594,-0.50257915,-0.602428,-0.34626418
1,-0.07689593,-0.6352335,-0.7390414,-0.3610712,-0.51317555,-0.3470902,0.56998324,-0.06078321,0.5879675,-0.35644907,0.5619602,0.49934465,0.27552518
1,0.89598525,-0.435665,0.22565755,0.8227322,0.21123667,0.12088317,-0.6968838,0.39793423,-0.22966681,0.28009433,0.10226141,0.8139799,0.7290151
2,-0.74661064,0.44538262,-0.13625002,-0.6850153,0.27620345,0.65816635,0.07798188,0.5298198,-0.3917586,-0.24986337,-0.47274035,-0.6210357,-0.4675994
2,0.6804501,0.57286847,0.83474755,0.67503107,0.73315495,0.16687006,-0.7375828,0.01875413,-0.57154286,0.24482688,0.33494672,0.718455,-0.24795282
2,0.7419691,0.03089147,0.6024516,0.5221957,0.07373804,-0.29758847,-0.42987213,-0.41702974,0.10920669,0.416028,0.591669,0.79654944,0.044311706
2,0.8386975,-0.7792299,-0.70650584,0.24219629,-0.43637997,0.27232644,-0.25538328,0.70219046,0.5462223,0.030978488,0.104721375,0.8159702,0.85770106
2,-0.11793461,-0.7897258,-0.8851203,-0.41398033,-0.8736664,-0.21816629,0.763146,-0.24117856,0.9007624,-0.046136186,-0.016981928,-0.04798914,0.65959287
2,0.47274566,0.5671862,0.7562482,0.67138547,0.81332546,0.47024173,-0.6462886,0.21713899,-0.84515923,0.17781387,0.043694716,0.15944481,-0.28602204
2,0.5889608,-0.7807707,-0.8543444,-0.36357903,-0.5418887,0.29626632,-0.081448406,0.8005801,0.69683456,-0.1772299,0.15525104,0.8037046,0.8280822
2,-0.10970167,-0.7746042,-0.84274095,-0.3309996,-0.84397584,-0.2588417,0.754752,-0.38985473,0.86122686,-0.028282978,0.15267797,-0.032394424,0.6287099
2,-0.46220285,-0.73639864,-0.8151443,0.17431,-0.5909641,0.14198701,0.7011166,-0.08996887,0.15334591,-0.28051135,-0.3851432,-0.87042874,0.69702864
2,-0.7413183,0.20311363,-0.36524466,-0.6316373,0.0629328,0.6811316,0.19761549,0.5319279,-0.27187082,-0.23312746,-0.54605776,-0.7193148,-0.18803003
2,0.06067244,-0.6595799,-0.74783695,-0.35210472,-0.5162773,-0.2916825,0.49394482,0.0446303,0.5888801,-0.34126094,0.5205198,0.6027294,0.37438112
2,-0.79438967,0.31065673,-0.35702774,-0.71837354,0.082609296,0.6399863,0.327916,0.3832884,-0.28729048,-0.26882136,-0.4523474,-0.7724429,-0.3073832
2,0.02640277,0.71147937,0.7260203,0.01829071,0.77928334,0.5924585,-0.6907124,0.48833477,-0.8156287,0.07403325,0.015195928,0.06842313,-0.57281566
2,0.5241146,0.7662615,0.84547335,-0.05098262,0.61366343,0.112901405,-0.6976056,0.14293012,-0.18800485,0.40637857,0.5420012,0.88074017,-0.6038065
2,-0.9188414,0.1121464,-0.59034985,-0.86672467,-0.3525382,0.17194474,0.8118535,-0.32294863,0.26775667,-0.36214337,-0.032585897,-0.8137873,-0.5778124
2,0.6488016,-0.30855283,0.1999619,0.59702164,-0.26829666,-0.34896037,0.10306733,-0.6356121,0.3924668,0.25005662,0.6362009,0.5845575,0.28564465
2,0.49208584,-0.7285139,-0.69791394,0.5813518,-0.9010651,-0.087785654,0.65950984,-0.6942454,0.91554,0.52839774,-0.23411088,-0.42967564,0.84233767
2,0.5957176,0.7322495,0.888945,0.47490656,0.7636348,0.16580722,-0.7378194,-0.048956823,-0.603698,0.26980945,0.43602338,0.7452967,-0.47188374
2,-0.13549584,-0.738974,-0.8066109,-0.17679492,-0.5981144,-0.2940384,0.6604611,-0.24846143,0.646799,-0.26004186,0.3669825,0.14130932,0.48116058
2,-0.1135339,-0.581848,-0.72532374,-0.48193118,-0.5378822,-0.32196966,0.54459834,-0.004670409,0.62418544,-0.3636231,0.5652086,0.531481,0.26533812
2,0.32441974,0.78599316,0.8616511,0.14376141,0.8485754,0.23921295,-0.7326675,0.2700273,-0.74931,0.114960164,0.484036,0.7369137,-0.7180355
2,0.4954171,-0.3909747,-0.23508492,0.7090742,-0.45527247,-0.32580492,0.414958,-0.48617226,0.6639883,0.38249612,0.18329546,0.24446176,0.43964723
2,0.31586888,-0.6765711,-0.5954272,0.13312106,-0.42996603,-0.26957923,0.4394444,-0.20753706,0.50513816,-0.20166714,0.60199225,0.6091115,0.4908005
2,0.01006821,0.7966275,0.860258,0.05020432,0.91646236,0.25791416,-0.68301797,0.46656758,-0.9063146,-0.09962326,0.48371214,0.57561314,-0.8226573
2,0.6450414,-0.45761332,0.07313558,0.70254767,-0.42224157,-0.33693898,0.18721011,-0.7285523,0.5401826,0.33791623,0.51107544,0.34816092,0.41737723
2,-0.8875427,0.7747645,0.53473264,-0.5146662,0.45814484,-0.009524245,0.47965696,-0.5506407,-0.5175777,-0.12747425,0.06996152,-0.73056155,-0.9016585
2,0.19737487,-0.6849916,-0.7354591,-0.21781716,-0.47056335,-0.19332364,0.3979045,0.15511538,0.57153696,-0.2565485,0.52334124,0.6619863,0.4911726
2,-0.08916257,-0.7564928,-0.83718836,-0.26038995,-0.79635364,-0.25943953,0.72884107,-0.35458496,0.835582,-0.07598017,0.18928123,0.025069626,0.59103674
2,-0.57165885,-0.3702,-0.71100223,-0.20116265,-0.35493717,0.5330929,0.48879263,0.2828656,-0.041979235,-0.30327672,-0.4975475,-0.8488478,0.31076172
2,0.84552395,-0.58915555,-0.21740517,0.79400873,-0.84749645,-0.20389652,0.3413113,-0.8054088,0.91978025,0.8017166,-0.24486253,-0.033682138,0.8260405
2,-0.3784314,0.7067804,0.65928763,-0.270763,0.84758544,0.5078866,-0.60030365,0.5636181,-0.8824821,-0.33838153,0.2244873,0.1412174,-0.75134766
2,0.5486888,-0.6807558,-0.34039193,0.5882959,-0.4254884,-0.3223594,0.358292,-0.5561661,0.48129088,0.051936463,0.60594094,0.42480916,0.53584343
2,-0.7693085,0.35828662,-0.28011096,-0.7138004,0.08939181,0.6729569,0.2449184,0.45710775,-0.2953557,-0.20652069,-0.4767823,-0.719243,-0.3673781
2,0.014857047,0.6104425,0.695518,0.4890989,0.5293875,0.6380356,-0.40143248,-0.19664085,-0.6027091,0.37346068,-0.43824655,-0.59897006,-0.3201115
2,0.5301389,0.119083874,0.5450992,0.353037,0.13554502,-0.3592059,-0.16297856,-0.5658597,0.11349099,0.23023102,0.73315334,0.7462018,-0.20961915
3,-0.21542332,-0.6218488,-0.7562812,-0.4921337,-0.66865176,-0.28388253,0.64293206,-0.16509855,0.726117,-0.21969153,0.35011432,0.1372162,0.3599827
3,-0.82527554,0.65439487,0.24133897,-0.8715932,-0.51251924,-0.1086964,0.64125705,-0.7056096,0.6842788,0.2581104,0.12729195,-0.5685361,-0.7846698
3,-0.42925265,-0.43338177,-0.5093948,-0.53242075,-0.56486994,-0.28594714,0.6778313,-0.4676443,0.6344138,-0.21065117,0.58178705,0.2181706,-0.07689389
3,-0.7379186,0.23330706,-0.34121984,-0.62877065,0.14302693,0.68609,0.12785903,0.5689107,-0.30907822,-0.23799735,-0.5433394,-0.6952142,-0.22801022
3,0.8613157,-0.7436525,-0.42635715,0.6785224,0.15189292,0.36297938,-0.58633244,0.7089067,-0.28535953,-0.096907265,0.03446268,0.75080603,0.8508147
3,-0.6926534,0.20391521,-0.36144587,-0.66371715,0.18333524,0.7154287,-0.017173735,0.6256415,-0.34354442,-0.25675046,-0.55069745,-0.5707108,-0.21591008
3,0.77562857,0.64427733,0.86844134,0.43828726,0.49127755,0.058341365,-0.7440829,-0.057812206,-0.06238959,0.4984092,0.48160055,0.8887738,-0.32485607
3,0.6963909,-0.32660818,0.19231495,0.6265621,-0.24846575,-0.30661252,-0.024569685,-0.561513,0.3919593,0.28269362,0.6089024,0.6473814,0.33051258
3,-0.89578635,0.7164946,0.23929957,-0.8304801,-0.030643575,0.020684566,0.63771003,-0.5820612,0.079195924,-0.053895023,0.1507044,-0.7469498,-0.86978126
3,-0.17258479,-0.49166033,-0.6390475,-0.46537545,-0.55679566,-0.31795982,0.5815238,-0.16092016,0.61140805,-0.3209644,0.5976521,0.42564613,0.16498189
3,-0.8278425,0.30878195,-0.31637582,-0.7244551,0.010347679,0.5306296,0.4699056,0.17011799,-0.22129886,-0.27577132,-0.35771105,-0.7687743,-0.45926535
3,0.19757415,0.71085614,0.75518894,0.23012888,0.62963235,0.63009816,-0.6754281,0.25087893,-0.65062135,0.28037828,-0.27376992,-0.18324818,-0.349259
3,-0.67210096,0.040319238,-0.44273588,-0.4669172,0.051728003,0.6871208,0.20466432,0.51804787,-0.2929816,-0.23659506,-0.5384113,-0.74326384,-0.007552789
3,0.72390515,-0.4839001,-0.1264169,0.8582617,0.672115,0.45201764,-0.5712377,0.7228865,-0.81099224,-0.16523795,-0.056505833,0.3061238,0.6512487
3,-0.5089651,0.66624576,0.39291045,-0.50731575,0.34929457,0.6862074,-0.23667216,0.2701471,-0.38189003,0.07293287,-0.38902232,-0.53330505,-0.5007758
3,-0.08295205,-0.62723315,-0.7450842,-0.41494313,-0.5252778,-0.32318696,0.5599268,-0.026705932,0.60353947,-0.36226413,0.55735266,0.49984086,0.30169478
3,-0.005403458,-0.80055207,-0.77322805,0.49649018,-0.783172,0.077256225,0.7053159,-0.5608108,0.5240869,0.068548515,-0.36965653,-0.8030572,0.81452614
3,0.93333876,-0.6276928,-0.039162107,0.8414618,-0.24385655,0.03519043,-0.6050834,0.105678715,0.28233287,0.5187144,0.074938856,0.7826677,0.8624743
3,-0.28722313,-0.54266757,-0.64502937,-0.47053438,-0.58748126,-0.33029938,0.64222986,-0.3215436,0.62813973,-0.30765548,0.5415531,0.19514127,0.15701161
3,0.8504719,-0.7441143,-0.49530768,0.57417536,0.08544763,0.28922638,-0.5114211,0.73236907,-0.08001144,-0.12450937,0.046943936,0.81736714,0.8384968
3,-0.751943,-0.07329489,-0.57950336,-0.53209925,-0.15492658,0.59397715,0.4573913,0.30410644,-0.11157645,-0.32059193,-0.41345575,-0.81379193,-0.07768088
3,0.310656,-0.6885961,-0.5081836,0.41101846,-0.3734242,-0.2949335,0.46207234,-0.40943602,0.4688701,-0.1867036,0.5451231,0.5152455,0.49032733
3,0.30352077,-0.6987461,-0.5938342,0.30161443,-0.46261638,-0.30196673,0.5239112,-0.36106828,0.48907834,-0.16358516,0.56818813,0.50708413,0.50674707
3,0.45351842,0.2498055,0.48562875,0.6302836,0.5763325,0.60218704,-0.6301603,0.38363323,-0.67776006,0.17962031,-0.393381,-0.21931653,0.18590744
3,0.911325,-0.73126787,-0.33853978,0.7640025,-0.12481336,0.2312341,-0.5863661,0.54606014,0.078004576,0.31325272,0.09504457,0.7842553,0.8755244
3,-0.40577316,0.7362999,0.5796933,-0.40433893,0.5096829,0.7241221,-0.49396244,0.32411608,-0.5819925,0.11404677,-0.38989902,-0.46555015,-0.52908415
3,0.8996187,-0.107654564,0.63030976,0.8952674,0.2971581,-0.015026172,-0.69884527,-0.15548472,-0.048980433,0.49568892,0.17906275,0.8318093,0.540207
3,-0.07076562,0.66871595,0.65869886,0.019834781,0.51666236,0.72505784,-0.59321535,0.23589903,-0.57082987,0.21051833,-0.38741842,-0.40274537,-0.36961046
3,0.7273127,0.10317964,0.433083,0.61199945,0.2246103,-0.06370227,-0.5531392,-0.45539433,0.12470188,0.21988758,0.41392744,0.737687,0.3168803
3,0.9095744,-0.70783484,-0.29824498,0.75212455,-0.004341025,0.2340835,-0.61446714,0.63952273,-0.033359516,0.20114699,0.09697131,0.82004035,0.8548089
3,0.28328487,0.79936326,0.86909044,0.11915232,0.8592036,0.23036695,-0.7292723,0.27471298,-0.7896572,0.11014717,0.4806267,0.693291,-0.7701541
3,0.49240518,0.42867795,0.71225166,0.18438078,0.3621359,-0.15129055,-0.44948044,-0.28175235,-0.050472245,0.32730174,0.66718704,0.8310123,-0.4181938
3,0.67976356,0.65158516,0.8669061,0.56460685,0.6551028,0.106461875,-0.71550226,-0.057067808,-0.32698604,0.36676437,0.4085744,0.78423804,-0.37285748
3,0.68454576,-0.7531087,-0.6737627,0.122974925,-0.41298884,0.04665018,-0.009018585,0.46781728,0.49996552,-0.110390276,0.4442328,0.772554,0.73817146
3,-0.7507349,0.7889494,0.7057496,-0.0759139,0.50892764,0.12254112,0.21558525,-0.62513447,-0.61554,0.11757204,-0.08352948,-0.772027,-0.84973395
4,-0.6313604,0.28692386,-0.11046992,-0.55049974,0.38949266,0.6432384,-0.08719019,0.5531186,-0.5304569,-0.3758966,-0.29780737,-0.41257736,-0.31505212
4,-0.7113611,0.07473311,-0.44641587,-0.5495242,0.067867,0.68837905,0.22078127,0.52077705,-0.30084476,-0.26272988,-0.5555603,-0.7491539,-0.07496394
4,-0.7920176,0.7854729,0.6653253,-0.37102592,0.046314105,-0.037754495,0.46121913,-0.7996207,-0.020016493,0.283104,0.061328344,-0.7742001,-0.86421365
4,0.3461464,0.5634325,0.6818909,0.49297222,0.642505,0.558017,-0.64604706,0.27355886,-0.6783146,0.23827633,-0.25497764,-0.1435683,-0.15347154
4,-0.7017315,0.26388538,-0.30656806,-0.66011596,0.16676188,0.69781566,0.009681451,0.6111324,-0.30488,-0.2602922,-0.5159801,-0.56866604,-0.23421437
4,0.9350566,-0.59616417,-0.034330435,0.8444324,-0.23533477,0.14184146,-0.62984216,0.2191334,0.2601089,0.5639336,0.007831351,0.7603099,0.85785615
4,0.65381855,-0.35699916,0.17750996,0.66951644,-0.383953,-0.34749153,0.19065276,-0.71704817,0.47658315,0.3165461,0.6021419,0.43173,0.32256338
4,0.6547523,-0.3349772,0.19802657,0.61827046,-0.30593097,-0.33645594,0.13728777,-0.68430746,0.4280306,0.28691196,0.62865704,0.4981353,0.29306558
4,-0.9178791,0.086306795,-0.5852373,-0.860184,-0.10108068,0.4104865,0.70823336,0.12510057,-0.14744374,-0.487424,-0.12053345,-0.78059864,-0.57014984
4,0.5134687,0.70130366,0.8805372,0.63664967,0.86954874,0.18963885,-0.71937835,0.004655808,-0.83882725,0.10670966,0.37742782,0.55774003,-0.5278809
4,0.4742747,0.68830645,0.79713374,-0.09713463,0.51709706,0.018519582,-0.62076175,0.0338064,-0.063899174,0.39693806,0.59805346,0.8816806,-0.5711317
4,0.04972419,0.8059758,0.7898625,-0.57927483,0.8054263,0.24101639,-0.64673525,0.49359804,-0.55982053,-0.10902257,0.52905667,0.83549434,-0.82520664
4,0.61899686,-0.17816469,0.37097523,0.5207354,-0.19112115,-0.3682302,0.021682726,-0.6877049,0.36037448,0.29698855,0.71254176,0.63153243,0.10225259
4,0.30890888,-0.6657706,-0.557917,0.22131988,-0.44201505,-0.27446908,0.4703025,-0.35037786,0.5251593,-0.19711907,0.62326634,0.5728331,0.45105743
4,-0.38154435,-0.7401692,-0.806052,0.2598441,-0.61754763,0.17850451,0.67969894,-0.22220005,0.20343445,-0.22428425,-0.40173784,-0.87028736,0.72778535
4,0.44504565,0.59772855,0.77174777,-0.044389885,0.47350532,-0.06528745,-0.5392548,-0.041391253,-0.082791254,0.37362182,0.633232,0.8596118,-0.5700995
4,-0.90058416,0.25822037,-0.36790508,-0.8219813,-0.011726884,0.24764912,0.7016506,-0.1463291,-0.15429549,-0.3310495,-0.032765865,-0.7684154,-0.67984444
4,-0.31254777,0.7945614,0.7055156,-0.7089019,0.84950906,0.2989726,-0.6188086,0.60510784,-0.73002535,-0.4293647,0.5113268,0.7312096,-0.8850856
4,-0.69091016,0.23198117,-0.34625,-0.6562836,0.13078795,0.7044448,0.006995721,0.60710883,-0.27056253,-0.24347082,-0.5429297,-0.582738,-0.20957166
4,-0.23916285,-0.7668383,-0.783605,0.34651315,-0.69052285,0.09649998,0.7113446,-0.40294433,0.3208512,-0.12531218,-0.36623904,-0.847749,0.7765387
4,-0.24071515,0.69424266,0.6108755,-0.18076578,0.38263816,0.72770745,-0.50241536,0.112021595,-0.45338368,0.25061533,-0.40717316,-0.550584,-0.4116047
4,-0.3353189,0.69216746,0.63977647,0.004986521,0.4328412,0.593129,-0.33813056,-0.16653591,-0.5371558,0.24220985,-0.35242075,-0.6833432,-0.5000982
